citizen_id,full_name,date_of_birth,sex,civil_status,barangay,mobile_number,email,registered_date,account_status
CIT-000376,Marites R. Tolentino,1960-07-14,Female,Separated,Daang Bakal,09233206163,marites.tolentino28@example.org,2026-02-18T14:05:44,Active
CIT-000377,Angel S. Mendoza,2008-05-08,Female,Widowed,Namayan,09294511686,angel.mendoza83@example.org,2026-02-21T09:21:46,Active
CIT-000378,Paolo A. Gonzales,1982-07-12,Male,Widowed,Daang Bakal,09487099861,paolo.gonzales84@example.com,2025-07-28T19:36:44,Active
CIT-000379,Noel C. Bautista,1974-07-18,Male,Separated,Plainview,09299911914,noel.bautista@example.net,2025-06-10T11:25:49,Active
CIT-000380,Rowena M. Bermudez,2000-10-27,Female,Separated,Poblacion,09564679970,rowena.bermudez@example.org,2026-03-09T18:06:20,Active
CIT-000381,Vilma R. Rivera,1960-06-30,Female,Widowed,Barangka Itaas,09629960653,vilma.rivera@example.org,2025-07-08T11:53:47,Active
CIT-000382,Corazon R. Tan,1953-05-14,Female,Widowed,Pag-asa,09745054447,corazon.tan@example.org,2025-08-26T07:44:13,Active
CIT-000383,Charmaine D. Navarro,2000-04-14,Female,Widowed,New Zaniga,09132475469,charmaine.navarro38@example.com,2025-11-30T07:53:19,Active
CIT-000384,Eduardo R. Villanueva,1987-12-14,Male,Single,Plainview,09373678508,eduardo.villanueva49@example.org,2025-06-21T14:03:50,Inactive
CIT-000385,John N. Villanueva,1996-05-31,Male,Separated,New Zaniga,09148628902,john.villanueva@example.org,2026-05-01T12:15:50,Active
CIT-000386,Eduardo R. Navarro,1961-09-08,Male,Widowed,Pag-asa,09303070534,eduardo.navarro@example.org,2025-09-14T19:38:04,Active
CIT-000387,Danilo P. Flores,1971-11-15,Male,Single,Barangka Ilaya,09786103579,danilo.flores79@example.net,2025-11-14T08:33:31,Active
CIT-000388,Regina C. Santos,1976-05-19,Female,Married,Poblacion,09798552414,regina.santos@example.org,2026-03-21T12:30:07,Active
CIT-000389,Juan S. Santos,1952-02-06,Male,Married,Pleasant Hills,09029333346,juan.santos45@example.com,2025-07-10T11:28:48,Active
CIT-000390,Cristina C. Ocampo,1980-04-11,Female,Widowed,Hagdang Bato Itaas,09072290349,cristina.ocampo59@example.org,2026-05-11T10:41:16,Active
CIT-000391,Paolo R. Panganiban,1997-03-15,Male,Married,Barangka Itaas,09446657437,paolo.panganiban@example.com,2025-08-26T16:59:47,Active
CIT-000392,Miguel L. Reyes,1968-01-12,Male,Married,Barangka Ibaba,09896910858,miguel.reyes@example.org,2026-05-07T00:09:12,Active
CIT-000393,Arnel M. Bautista,1988-01-20,Male,Single,Bagong Silang,09944171545,arnel.bautista@example.org,2025-11-20T03:28:45,Active
CIT-000394,Cherry C. Aquino,2000-06-22,Female,Single,Hagdang Bato Itaas,09443283096,cherry.aquino@example.net,2025-12-19T15:48:12,Active
CIT-000395,Ronnel R. Mendoza,1988-10-26,Male,Single,Hagdang Bato Itaas,09207446660,ronnel.mendoza@example.org,2025-08-16T17:41:27,Active
CIT-000396,Perla V. Sarmiento,1984-04-28,Female,Widowed,Pleasant Hills,09935387584,perla.sarmiento53@example.com,2025-06-15T21:27:28,Active
CIT-000397,Nathaniel N. Lazaro,1999-07-18,Male,Married,Addition Hills,09824172482,nathaniel.lazaro@example.com,2026-04-20T23:05:52,Active
CIT-000398,Jasmin R. Garcia,2005-06-06,Female,Single,Poblacion,09513534655,jasmin.garcia@example.org,2026-02-05T19:49:27,Active
CIT-000399,Rowena B. Espiritu,1965-08-14,Female,Single,Wack-Wack Greenhills,09471709991,rowena.espiritu@example.org,2025-10-18T11:36:50,Active
CIT-000400,Charmaine M. Torres,1977-11-23,Female,Single,Addition Hills,09381684602,charmaine.torres@example.org,2025-10-17T10:34:00,Inactive
CIT-000401,Marites D. Garcia,1958-06-23,Female,Widowed,Barangka Itaas,09356972521,marites.garcia15@example.org,2025-11-24T21:25:08,Active
CIT-000402,Lourdes B. Lazaro,1978-10-15,Female,Married,Barangka Ibaba,09250074329,lourdes.lazaro@example.com,2025-07-10T20:50:46,Active
CIT-000403,Erlinda C. Sy,1994-11-06,Female,Married,Old Zaniga,09712966667,erlinda.sy49@example.net,2025-06-11T18:45:24,Inactive
CIT-000404,Eduardo T. Panganiban,1972-09-27,Male,Separated,Mabini-J. Rizal,09083505830,eduardo.panganiban@example.org,2026-02-09T22:57:58,Active
CIT-000405,Kevin S. Navarro,1989-10-04,Male,Single,Hulo,09335421689,kevin.navarro@example.org,2025-10-12T20:47:19,Active
CIT-000406,Jasmin B. Tan,1968-04-06,Female,Single,Pag-asa,09104478985,jasmin.tan21@example.org,2026-05-04T05:42:39,Active
CIT-000407,Karen N. Salazar,1975-08-30,Female,Widowed,Bagong Silang,09257532603,karen.salazar@example.net,2026-02-05T10:19:19,Active
CIT-000408,Antonio C. Espiritu,1963-07-09,Male,Separated,Barangka Drive,09230982150,antonio.espiritu64@example.org,2025-07-16T16:35:52,Pending Verification
CIT-000409,Mark B. Manalo,1972-04-08,Male,Single,Namayan,09489090100,mark.manalo@example.com,2026-04-04T02:07:30,Active
CIT-000410,Marites T. Robles,1990-07-07,Female,Married,Pag-asa,09676184723,marites.robles86@example.org,2025-10-19T16:46:02,Active
CIT-000411,Alvin N. Espiritu,1990-10-30,Male,Separated,Pleasant Hills,09046184992,alvin.espiritu85@example.net,2025-11-23T08:04:41,Active
CIT-000412,Juan R. Navarro,1974-10-19,Male,Widowed,Namayan,09189141173,juan.navarro67@example.net,2025-07-11T21:09:54,Active
CIT-000413,Eduardo B. Del Rosario,1985-10-30,Male,Single,Daang Bakal,09483564208,eduardo.rosario@example.com,2025-07-17T11:36:08,Inactive
CIT-000414,Josephine V. Espiritu,1979-04-19,Female,Widowed,Barangka Ibaba,09375300119,josephine.espiritu97@example.com,2026-05-26T10:57:18,Active
CIT-000415,Julius E. Custodio,1989-04-24,Male,Married,Malamig,09218114374,julius.custodio@example.net,2026-05-29T19:52:30,Active
CIT-000416,Vilma R. Robles,1965-10-29,Female,Married,Poblacion,09012045561,vilma.robles@example.org,2026-02-10T22:43:02,Active
CIT-000417,Divina B. Tolentino,1956-01-07,Female,Married,Daang Bakal,09002255794,divina.tolentino51@example.org,2025-11-23T10:59:52,Active
CIT-000418,Ronnel R. Chua,2001-06-17,Male,Widowed,Wack-Wack Greenhills,09155216674,ronnel.chua90@example.net,2026-03-13T17:49:03,Inactive
CIT-000419,Miguel P. Castillo,1998-12-24,Male,Widowed,Plainview,09762120216,miguel.castillo@example.net,2025-12-28T06:33:25,Active
CIT-000420,Lourdes R. Torres,2003-05-12,Female,Separated,New Zaniga,09797296590,lourdes.torres74@example.net,2026-03-18T00:48:42,Inactive
CIT-000421,Marites S. Alonzo,2000-07-15,Female,Single,Addition Hills,09277167014,marites.alonzo@example.com,2026-02-15T21:23:30,Active
CIT-000422,Fe P. Flores,1988-06-30,Female,Widowed,Barangka Ilaya,09089935889,fe.flores8@example.com,2026-03-20T06:10:28,Active
CIT-000423,Perla M. Custodio,1956-01-12,Female,Married,Poblacion,09375628900,perla.custodio83@example.com,2025-12-16T00:18:39,Active
CIT-000424,Lourdes T. Bautista,1987-10-29,Female,Separated,Hulo,09287721753,lourdes.bautista88@example.net,2025-06-21T11:38:34,Active
CIT-000425,Josephine D. Custodio,1969-09-13,Female,Widowed,San Jose,09408386631,josephine.custodio@example.net,2025-08-14T17:41:57,Active
CIT-000426,Kevin R. Ocampo,1977-02-18,Male,Married,Poblacion,09971775170,kevin.ocampo@example.org,2025-06-16T08:54:30,Active
CIT-000427,Jasmin L. Flores,1956-06-17,Female,Widowed,Addition Hills,09608801994,jasmin.flores43@example.net,2026-05-30T16:15:05,Active
CIT-000428,Emmanuel C. Aguilar,2002-02-18,Male,Single,San Jose,09837550375,emmanuel.aguilar81@example.org,2026-04-03T08:38:52,Active
CIT-000429,Grace S. Aguilar,1982-12-30,Female,Married,Barangka Itaas,09997571130,grace.aguilar@example.net,2025-08-01T11:36:38,Active
CIT-000430,Grace D. Rivera,1970-04-22,Female,Married,Plainview,09488510272,grace.rivera43@example.org,2025-09-22T14:28:52,Active
CIT-000431,Precious T. Santos,1998-03-05,Female,Widowed,Mabini-J. Rizal,09614933163,precious.santos@example.com,2026-02-20T16:00:35,Inactive
CIT-000432,Vilma T. Torres,1977-01-06,Female,Widowed,Namayan,09351609177,vilma.torres93@example.com,2026-05-20T12:26:11,Active
CIT-000433,Divina C. Robles,1988-09-12,Female,Separated,Bagong Silang,09827080869,divina.robles@example.org,2025-12-17T04:00:56,Active
CIT-000434,Carlo U. Uy,1978-07-08,Male,Single,Pag-asa,09829221699,carlo.uy@example.net,2026-01-31T01:40:12,Active
CIT-000435,Perla C. Mendoza,2001-09-14,Female,Separated,Pag-asa,09866934654,perla.mendoza@example.com,2025-11-25T22:27:33,Active
CIT-000436,Antonio B. Ocampo,1976-10-09,Male,Married,Vergara,09226984858,antonio.ocampo@example.net,2026-04-15T16:13:01,Active
CIT-000437,Charmaine C. Tolentino,1987-03-14,Female,Separated,Hulo,09339452288,charmaine.tolentino@example.org,2026-02-17T01:46:08,Active
CIT-000438,Bryan L. Ocampo,1990-10-11,Male,Single,Pleasant Hills,09515879968,bryan.ocampo10@example.net,2025-07-11T19:25:29,Active
CIT-000439,Kristine P. Garcia,1967-02-03,Female,Separated,Highway Hills,09608106200,kristine.garcia@example.org,2025-07-31T07:12:37,Active
CIT-000440,Vincent U. Manalo,1962-02-06,Male,Widowed,Pag-asa,09244204380,vincent.manalo19@example.net,2026-05-11T01:24:18,Inactive
CIT-000441,Maria T. Tan,1971-04-24,Female,Married,Barangka Ibaba,09719838638,maria.tan@example.net,2026-01-18T07:23:47,Active
CIT-000442,Christian R. Castillo,1995-12-31,Male,Married,Hulo,09406665800,christian.castillo@example.com,2025-08-11T01:06:23,Active
CIT-000443,Josephine R. Torres,1993-08-22,Female,Single,San Jose,09397359893,josephine.torres71@example.net,2025-12-31T01:24:55,Active
CIT-000444,Angelo V. Mendoza,1995-07-11,Male,Separated,Hagdang Bato Libis,09347212281,angelo.mendoza@example.net,2026-02-10T03:37:15,Active
CIT-000445,Kristine V. Ocampo,1972-05-20,Female,Widowed,Malamig,09648422940,kristine.ocampo58@example.net,2026-02-11T16:25:51,Active
CIT-000446,Danilo D. Sy,1969-09-05,Male,Widowed,Hulo,09202590947,danilo.sy@example.org,2025-09-04T04:41:18,Active
CIT-000447,Rowena D. Dela Cruz,1996-04-28,Female,Widowed,Malamig,09851583281,rowena.cruz60@example.org,2026-03-28T11:31:17,Active
CIT-000448,Carlo G. Chua,1996-02-10,Male,Widowed,Wack-Wack Greenhills,09268861533,carlo.chua@example.org,2026-03-12T11:18:04,Inactive
CIT-000449,Vincent R. Ocampo,1988-12-24,Male,Single,Wack-Wack Greenhills,09554398780,vincent.ocampo75@example.net,2025-08-22T05:14:35,Inactive
CIT-000450,Precious L. Uy,1957-02-28,Female,Married,Harapin Ang Bukas,09573993056,precious.uy@example.net,2026-03-12T08:20:21,Inactive
CIT-000451,Ferdinand R. Robles,2003-08-20,Male,Single,Highway Hills,09164840858,ferdinand.robles@example.net,2025-09-01T08:42:01,Active
CIT-000452,Julius D. Robles,1997-01-26,Male,Separated,Barangka Itaas,09770435811,julius.robles@example.net,2026-03-11T20:56:46,Active
CIT-000453,Ana P. Domingo,1960-03-20,Female,Married,Barangka Drive,09880133613,ana.domingo34@example.com,2025-06-17T05:10:24,Active
CIT-000454,Regina E. Lazaro,1981-09-12,Female,Single,Bagong Silang,09612075011,regina.lazaro84@example.com,2026-02-28T21:28:02,Pending Verification
CIT-000455,Perla L. Marquez,1953-08-27,Female,Married,Highway Hills,09481934667,perla.marquez84@example.org,2026-01-14T19:44:01,Active
CIT-000456,Manuel T. Marquez,1987-01-23,Male,Married,Mauway,09650618091,manuel.marquez52@example.org,2025-12-06T16:02:55,Active
CIT-000457,Manuel C. Del Rosario,1994-05-10,Male,Married,Burol,09901581449,manuel.rosario10@example.com,2025-07-28T22:30:43,Active
CIT-000458,Kristine D. Torres,1955-07-11,Female,Separated,Vergara,09766072832,kristine.torres@example.org,2026-02-17T19:45:51,Active
CIT-000459,Danilo B. Flores,1993-10-26,Male,Single,Burol,09842450882,danilo.flores@example.net,2026-01-16T15:15:01,Active
CIT-000460,Noel A. Sy,1957-08-27,Male,Single,Barangka Itaas,09099688143,noel.sy@example.net,2025-11-05T01:17:48,Active
CIT-000461,Noel G. Pascual,1993-11-28,Male,Married,Mabini-J. Rizal,09536822239,noel.pascual78@example.org,2025-08-05T19:58:03,Active
CIT-000462,Kristine L. Aquino,1998-12-04,Female,Married,Old Zaniga,09312908781,kristine.aquino85@example.com,2026-03-08T20:04:48,Active
CIT-000463,Kristine O. Lim,1967-05-14,Female,Married,Highway Hills,09141397552,kristine.lim@example.com,2025-06-07T00:32:41,Active
CIT-000464,Perla C. Aquino,1989-06-11,Female,Single,Barangka Itaas,09314913577,perla.aquino@example.net,2025-12-13T01:32:17,Active
CIT-000465,Eduardo C. Del Rosario,1969-07-21,Male,Single,San Jose,09492995562,eduardo.rosario87@example.net,2025-11-10T23:13:45,Active
CIT-000466,Nathaniel A. Sarmiento,1950-10-15,Male,Married,Vergara,09336452577,nathaniel.sarmiento62@example.org,2026-01-15T08:29:45,Active
CIT-000467,Ronnel M. Del Rosario,1976-05-03,Male,Separated,San Jose,09478129142,ronnel.rosario@example.org,2026-01-18T22:39:31,Inactive
CIT-000468,Rowena S. Villanueva,2002-03-16,Female,Single,New Zaniga,09341108099,rowena.villanueva@example.net,2025-06-03T09:13:24,Active
CIT-000469,Nathaniel B. Aguilar,1974-01-02,Male,Widowed,Barangka Ibaba,09930848872,nathaniel.aguilar20@example.net,2026-01-13T22:12:56,Active
CIT-000470,Angel G. Dela Cruz,1971-09-22,Female,Separated,San Jose,09394278816,angel.cruz27@example.net,2026-03-31T23:36:27,Active
CIT-000471,Ramon T. Tan,1971-08-12,Male,Separated,Daang Bakal,09039282722,ramon.tan40@example.net,2025-11-02T05:00:29,Active
CIT-000472,Vincent C. Domingo,1983-05-11,Male,Married,Barangka Ibaba,09927503731,vincent.domingo28@example.org,2026-04-07T14:40:04,Active
CIT-000473,Carlo S. Tolentino,1965-11-03,Male,Single,Wack-Wack Greenhills,09303856770,carlo.tolentino19@example.net,2025-11-16T16:10:54,Active
CIT-000474,Michelle G. Dela Cruz,1952-10-27,Female,Single,Poblacion,09518449892,michelle.cruz50@example.net,2026-02-10T10:09:59,Active
CIT-000475,Julius P. Ramos,1972-05-09,Male,Separated,Addition Hills,09659184638,julius.ramos26@example.com,2025-06-13T15:25:54,Active
CIT-000476,Arnel C. Flores,1974-01-17,Male,Widowed,Burol,09577908272,arnel.flores@example.com,2025-07-04T07:36:13,Pending Verification
CIT-000477,Jennylyn M. Manalo,1963-11-06,Female,Married,Mauway,09843222591,jennylyn.manalo@example.com,2025-12-31T00:44:41,Active
CIT-000478,Jennylyn D. Gonzales,1988-11-07,Female,Married,Mabini-J. Rizal,09651777392,jennylyn.gonzales@example.org,2025-08-07T13:36:44,Active
CIT-000479,Renato R. Ocampo,1988-01-19,Male,Widowed,Hagdang Bato Libis,09603029922,renato.ocampo15@example.net,2026-04-12T09:15:09,Active
CIT-000480,Lourdes T. Custodio,1987-01-08,Female,Separated,San Jose,09092024286,lourdes.custodio32@example.org,2026-02-20T07:05:34,Active
CIT-000481,Eduardo M. Torres,1985-04-09,Male,Single,Highway Hills,09904137977,eduardo.torres@example.net,2026-02-27T21:36:17,Active
CIT-000482,Charmaine S. Rivera,1960-05-26,Female,Single,Pleasant Hills,09692929842,charmaine.rivera@example.org,2025-07-06T17:04:50,Active
CIT-000483,Grace R. Tan,1992-07-05,Female,Separated,Hagdang Bato Libis,09579913662,grace.tan@example.net,2025-09-13T02:08:17,Active
CIT-000484,Eduardo S. Villanueva,1956-10-21,Male,Married,Daang Bakal,09388629127,eduardo.villanueva@example.com,2026-04-20T20:22:45,Active
CIT-000485,Jasmin T. Mendoza,2002-10-20,Female,Single,Plainview,09908811729,jasmin.mendoza85@example.net,2025-06-03T03:54:25,Active
CIT-000486,Alvin D. Lazaro,1981-10-14,Male,Widowed,Malamig,09068650863,alvin.lazaro74@example.org,2025-08-10T14:39:33,Pending Verification
CIT-000487,Regina S. Domingo,2004-12-08,Female,Married,Bagong Silang,09765991624,regina.domingo68@example.org,2026-05-31T12:23:02,Active
CIT-000488,Regina E. Ramos,1978-03-08,Female,Single,Pleasant Hills,09314986430,regina.ramos67@example.org,2026-02-23T06:04:40,Active
CIT-000489,Ricardo M. Lim,1991-08-22,Male,Widowed,Harapin Ang Bukas,09098180635,ricardo.lim79@example.com,2025-12-30T15:09:05,Active
CIT-000490,Cherry D. Navarro,1974-03-22,Female,Married,Malamig,09126944869,cherry.navarro@example.org,2026-02-27T17:17:06,Active
CIT-000491,Jocelyn G. Manalo,1971-09-19,Female,Separated,Barangka Itaas,09463688725,jocelyn.manalo@example.net,2026-02-22T00:15:52,Active
CIT-000492,Vincent S. Gonzales,1982-12-08,Male,Separated,Highway Hills,09744956213,vincent.gonzales@example.net,2025-07-28T16:03:32,Active
CIT-000493,Carlo P. Bermudez,1976-05-30,Male,Married,Pag-asa,09213865890,carlo.bermudez67@example.org,2025-09-25T02:41:28,Active
CIT-000494,Ricardo F. Mendoza,1959-10-31,Male,Single,Buayang Bato,09012796114,ricardo.mendoza33@example.net,2025-07-07T23:46:07,Active
CIT-000495,Rowena D. Dela Cruz,1963-05-16,Female,Widowed,Harapin Ang Bukas,09190669849,rowena.cruz3@example.com,2025-10-14T22:34:13,Inactive
CIT-000496,Danilo U. Sy,1953-11-03,Male,Married,San Jose,09277038430,danilo.sy37@example.org,2026-02-17T00:46:55,Active
CIT-000497,Marites T. Garcia,1995-12-24,Female,Widowed,Mabini-J. Rizal,09883920530,marites.garcia@example.com,2026-02-04T08:48:51,Active
CIT-000498,Charmaine M. Sy,2007-02-05,Female,Single,Barangka Drive,09146566938,charmaine.sy21@example.com,2025-09-30T08:02:04,Active
CIT-000499,Lourdes C. Gonzales,1951-05-26,Female,Separated,Daang Bakal,09118489554,lourdes.gonzales57@example.net,2026-01-14T12:39:31,Active
CIT-000500,Charmaine R. Flores,1963-08-20,Female,Single,Barangka Ilaya,09376904268,charmaine.flores@example.net,2025-09-06T07:41:24,Inactive
CIT-000501,Miguel M. Flores,1956-09-06,Male,Single,Barangka Ibaba,09184518489,miguel.flores9@example.net,2025-06-21T11:51:34,Active
CIT-000502,Divina M. Garcia,1965-01-06,Female,Widowed,Old Zaniga,09769735779,divina.garcia@example.net,2026-05-28T09:12:51,Inactive
CIT-000503,Michelle P. Salazar,2000-07-03,Female,Separated,Pag-asa,09714163356,michelle.salazar@example.net,2026-04-22T05:43:19,Active
CIT-000504,Kevin A. Rivera,2005-12-04,Male,Separated,Mabini-J. Rizal,09880434165,kevin.rivera70@example.net,2025-11-20T08:25:31,Active
CIT-000505,Danilo E. Chua,1954-12-01,Male,Separated,Mauway,09275539423,danilo.chua82@example.org,2025-12-04T15:29:20,Active
CIT-000506,Ferdinand D. Fernandez,1979-06-14,Male,Separated,Daang Bakal,09333433339,ferdinand.fernandez20@example.com,2025-05-31T15:01:50,Active
CIT-000507,Ramon L. Pascual,1971-02-27,Male,Single,Pleasant Hills,09111790807,ramon.pascual63@example.org,2025-06-04T03:17:31,Active
CIT-000508,Kristine S. Domingo,1972-01-14,Female,Widowed,Buayang Bato,09579472846,kristine.domingo53@example.org,2025-09-05T15:22:14,Active
CIT-000509,Perla D. Tolentino,1963-05-23,Female,Widowed,Barangka Drive,09920867808,perla.tolentino@example.net,2026-03-24T12:11:00,Active
CIT-000510,Liza G. Uy,1970-08-26,Female,Separated,Buayang Bato,09271875003,liza.uy@example.com,2025-09-21T01:23:37,Active
CIT-000511,Kristine G. Custodio,1972-07-07,Female,Separated,Buayang Bato,09155942843,kristine.custodio@example.com,2025-06-19T20:46:27,Pending Verification
CIT-000512,Carlo P. Mendoza,1966-02-18,Male,Widowed,Barangka Ilaya,09955276365,carlo.mendoza92@example.net,2025-06-03T18:38:15,Active
CIT-000513,Juan C. Panganiban,1971-09-07,Male,Widowed,Hulo,09647292931,juan.panganiban40@example.org,2025-11-27T16:01:20,Active
CIT-000514,Paolo A. Garcia,1992-04-25,Male,Single,Daang Bakal,09386632270,paolo.garcia@example.net,2025-11-30T04:15:20,Active
CIT-000515,Perla S. Tolentino,1960-10-01,Female,Single,San Jose,09728857448,perla.tolentino@example.org,2026-03-27T02:30:39,Pending Verification
CIT-000516,Vincent V. Cruz,2000-04-20,Male,Separated,Poblacion,09061203471,vincent.cruz@example.net,2026-02-14T05:48:48,Pending Verification
CIT-000517,Regina A. Fernandez,1976-08-07,Female,Married,Pag-asa,09545588450,regina.fernandez@example.net,2026-05-30T15:33:58,Active
CIT-000518,Angelo F. Lazaro,1974-05-23,Male,Married,Harapin Ang Bukas,09593998245,angelo.lazaro@example.com,2025-08-31T05:31:51,Active
CIT-000519,Maria G. Flores,1969-05-13,Female,Single,Highway Hills,09877169472,maria.flores@example.com,2026-01-12T06:12:01,Active
CIT-000520,Lourdes A. Chua,2000-11-13,Female,Widowed,San Jose,09569961125,lourdes.chua@example.com,2025-12-11T17:45:17,Active
